"","vVirusNameCorrected","hHostNameFinal","WildDomInReference","DetectionMethod","DetectionQuality","Reference"
"960","Venezuelan_equine_encephalitis_virus","Glossophaga_soricina","wild","Isolation",2,"Sulkin & Allen 1974; Sudia & Newhouse 1975"
"961","Vesicular_stomatitis_Indiana_virus","Glossophaga_soricina","wild","Antibodies",0,"Tesh et al. 1969"
"962","Vesicular_stomatitis_New_Jersey_virus","Glossophaga_soricina","wild","Antibodies",0,"Tesh et al. 1969"
"963","Yellow_fever_virus","Glossophaga_soricina","wild","Antibodies",0,"Price 1978"
"964","Hepatitis_B_virus","Gorilla_beringei","wild","Antibodies",0,"Sa-Nguanmoo et al. 2009"
"965","Human_adenovirus_B","Gorilla_beringei","wild","PCR",2,"Roy et al. 2009"
"966","Human_adenovirus_C","Gorilla_beringei","wild","PCR",2,"Roy et al. 2009"
"967","Human_herpesvirus_1","Gorilla_beringei","wild","Antibodies",0,"Fowler & Miller 2003"
"968","Human_metapneumovirus","Gorilla_beringei","wild","PCR",2,"Palacios et al. 2011"
"969","Hepatitis_B_virus","Gorilla_gorilla","wild","Antibodies",0,"Sa-Nguanmoo et al. 2009"
"970","Human_adenovirus_B","Gorilla_gorilla","wild","PCR",2,"Roy et al. 2009"
"971","Human_adenovirus_C","Gorilla_gorilla","wild","PCR",2,"Roy et al. 2009"
"972","Human_adenovirus_F","Gorilla_gorilla","wild","PCR",2,"Wevers et al. 2011"
"973","Human_enterovirus_A","Gorilla_gorilla","wild","PCR",2,"Sadeuh-Mba et al. 2014"
"974","Human_enterovirus_D","Gorilla_gorilla","wild","PCR",2,"Harvala et al. 2011"
"975","Human_herpesvirus_1","Gorilla_gorilla","wild","Antibodies",0,"Fowler & Miller. 2003"
"976","Pongine_herpesvirus_3","Gorilla_gorilla","captive","isolation",2,"Neubauer et al. 1979"
"977","Simian_foamy_virus","Gorilla_gorilla","wild","PCR",2,"Hussain et al. 2003"
"978","Zaire_ebolavirus","Gorilla_gorilla","wild","PCR",2,"Leroy et al. 2004"
"979","Andes_virus","Graomys_griseoflavus","wild","Antibodies",0,"Chu et al. 2003"
"980","Phocine_distemper_virus","Halichoerus_grypus","wild","Antibodies",0,"Duignan et al. 1995"
"981","Venezuelan_equine_encephalitis_virus","Oryzomys_alfaroi","wild","Antibodies",0,"Estrada-Franco et al. 2004"
"982","Pichinde_virus","Handleyomys_fuscatus","wild","Isolation",2,"Trapido & Sanmartin 1971"
"983","Monkeypox_virus","Heliosciurus_rufobrachium","wild","Antibodies",0,"Khodakevich et al 1987"
"984","Rabies_virus","Galerella_sanguinea","wild","PCR",2,"van Zyl et al. 2010"
"985","Bimiti_virus","Heteromys_anomalus","wild","Isolation",2,"Shope et al. 1988"
"986","Caraparu_virus","Heteromys_anomalus","wild","Isolation",2,"Shope et al. 1988"
"987","Guama_virus","Heteromys_anomalus","wild","Isolation",2,"Shope et al. 1988"
"988","Venezuelan_equine_encephalitis_virus","Heteromys_anomalus","wild","Isolation",2,"Downs et al. 1963"
"989","Rift_Valley_fever_virus","Hipposideros_abae","wild","Isolation",2,"Calisher et al. 2006"
"990","Japanese_encephalitis_virus","Hipposideros_armiger","wild","Isolation",2,"Calisher et al. 2006"
"991","Nipah_virus","Hipposideros_armiger","wild","Antibodies",0,"Li et al. 2008"
"992","Japanese_encephalitis_virus","Hipposideros_bicolor","wild","Antibodies",0,"Cui et al. 2008"
"993","Chikungunya_virus","Hipposideros_caffer","wild","Isolation",2,"Calisher et al. 2006"
"994","Rift_Valley_fever_virus","Hipposideros_caffer","wild","Isolation",2,"Konstantinov et al. 2006"
"995","Japanese_encephalitis_virus","Hipposideros_cineraceus","wild","Antibodies",0,"Cui et al. 2008"
"996","Issyk-Kul_virus","Hipposideros_diadema","wild","Isolation",2,"Calisher et al. 2006"
"997","Kyasanur_Forest_disease_virus","Hipposideros_lankadiva","wild","Antibodies",0,"Bhat et al. 1978"
"998","Nipah_virus","Hipposideros_larvatus","wild","PCR",2,"Wacharapluesadee et al. 2005"
"999","Japanese_encephalitis_virus","Hipposideros_pomona","wild","Antibodies",0,"Cui et al. 2008"
"1000","Nipah_virus","Hipposideros_pomona","wild","Antibodies",0,"Li et al. 2008"
"1001","Japanese_encephalitis_virus","Hipposideros_speoris","wild","Antibodies",0,"Cui et al. 2008"
"1002","Kyasanur_Forest_disease_virus","Hipposideros_speoris","wild","Antibodies",0,"Bhat et al. 1978"
"1003","Bovine_viral_diarrhea_virus_1","Hippotragus_equinus","wild","SNT",1,"Depner et al. 1991"
"1004","Foot-and-mouth_disease_virus","Hippotragus_equinus","wild","Antibodies",0,"Condy et al. 1969 in Weaver and Karesh 2013"
"1005","Hippotragine_herpesvirus_1","Hippotragus_equinus","zoo","Antibodies",0,"Reid & Bridge 1991"
"1006","Bluetongue_virus","Hippotragus_niger","wild","Antibodies",0,"Anderson et al. 1998"
"1007","Bovine_viral_diarrhea_virus_1","Hippotragus_niger","wild","SNT",1,"Hamblin and Hedger 1979"
"1008","Crimean-Congo_hemorrhagic_fever_virus","Hippotragus_niger","wild","Antibodies",0,"Shepherd et al. 1987"
"1009","Foot-and-mouth_disease_virus","Hippotragus_niger","wild","Antibodies",0,"Hamblin et al. 1990"
"1010","Rift_Valley_fever_virus","Hippotragus_niger","wild","Antibodies",0,"Anderson & Rowe 1998"
"1011","Rabies_virus","Histiotus_montanus","wild","Isolation",2,"Cisterna et al. 2005"
"1012","Rabies_virus","Histiotus_velatus","wild","Antibodies",0,"Scheffer et al. 2007"
"1013","Rio_Mamore_virus","Holochilus_sciureus","wild","PCR",2,"Ramboni et al. 2009; Rosa et al. 2005"
"1014","Adeno-associated_virus-1","Homo_sapiens","human","Antibodies",0,"Xiao et al. 1999"
"1015","Adeno-associated_virus-2","Homo_sapiens","human","Isolation",2,"Gao et al. 2003"
"1016","Adeno-associated_virus-5","Homo_sapiens","human","Isolation",2,"Bantel-Schaal & zur Hausen 1984"
"1017","African_green_monkey_polyomavirus","Homo_sapiens","human","Antibodies",0,"Takemoto & Segawa 1983"
"1018","Aichi_virus","Homo_sapiens","human","Isolation",2,"Yamashita et al. 1995"
"1019","Aleutian_mink_disease_virus","Homo_sapiens","human","Antibodies",0,"Jepsen et al. 2009"
"1020","Andes_virus","Homo_sapiens","human","PCR",2,"Medina et al. 2009"
"1021","Anopheles_A_virus","Homo_sapiens","human","Isolation",2,NA
"1022","Aroa_virus","Homo_sapiens","human","Isolation",2,"Shrihongse and Johnson 1971"
"1023","Aura_virus","Homo_sapiens","human","Hemagglutination inhibition assay; Neutralization test",0,"Sabattini et al. 1965"
"1024","Australian_bat_lyssavirus","Homo_sapiens","human","PCR",2,"Allworth et al. 2006"
"1025","Bangui_virus","Homo_sapiens","human","Isolation",2,"Digoutte et al. 1973"
"1026","Banna_virus","Homo_sapiens","human","Isolation",2,"Attoui et al. 2005"
"1027","Banzi_virus","Homo_sapiens","human","Isolation",2,"Smithburn et al. 1959"
"1028","Barmah_Forest_virus","Homo_sapiens","human","PCR",2,"Attoui et al. 2007"
"1029","Bayou_virus","Homo_sapiens","human","PCR",2,"Morzunov et al. 1995"
"1030","Bebaru_virus","Homo_sapiens","human","Isolation",2,"Attoui et al. 2007"
"1031","Bhanja_virus","Homo_sapiens","human","Antibodies",0,"Calisher et al. 2006"
"1032","BK_polyomavirus","Homo_sapiens","human","Isolation",2,"Gardner et al. 1971"
"1033","Black_Creek_Canal_virus","Homo_sapiens","human","PCR",2,"Ravkov et al. 1995"
"1034","Borna_disease_virus","Homo_sapiens","human","Antibodies",0,"Kinnunen et al. 2007"
"1035","Bouboui_virus","Homo_sapiens","human","Isolation",2,"Digoutte et al 1971"
"1036","Bovine_leukemia_virus","Homo_sapiens","human","Antibodies",0,"Buehring et al. 2003"
"1037","Bovine_papular_stomatitis_virus","Homo_sapiens","human","Isolation",2,"McEvoy 1972"
"1038","Bunyamwera_virus","Homo_sapiens","human","Isolation",2,"Tauro et al. 2009"
"1039","Bwamba_virus","Homo_sapiens","human","Isolation",2,"Bowen et al. 1973"
"1040","Cacipacore_virus","Homo_sapiens","human","Isolation",2,"Batista et al. 2011"
"1041","California_encephalitis_virus","Homo_sapiens","human","Isolation",2,"Taylor et al. 1985"
"1042","Camelpox_virus","Homo_sapiens","human","Antibodies",0,"Bera et al. 2011"
"1043","Canine_distemper_virus","Homo_sapiens","human","PCR",2,"Mee et al. 1998"
"1044","Caraparu_virus","Homo_sapiens","human","Isolation",2,"de Brito Magalhaes et al. 2007"
"1045","Catu_virus","Homo_sapiens","human","Isolation",2,"Zuckerman et al. 2009"
"1046","Cercopithecine_herpesvirus_1","Homo_sapiens","human","Isolation",2,"Huff and Barry 2003"
"1047","Chagres_virus","Homo_sapiens","human","Isolation",2,"Peralta et al. 1965"
"1048","Chandipura_virus","Homo_sapiens","human","Isolation",2,"Bhatt and Rodriguez 1967"
"1049","Candiru_virus","Homo_sapiens","human","Isolation",2,"da Rosa 1983"
"1050","Changuinola_virus","Homo_sapiens","human","Isolation",2,"da Rosa et al. 1984"
"1051","Chikungunya_virus","Homo_sapiens","human","Isolation",2,"Calisher et al. 1994"
"1052","Colorado_tick_fever_virus","Homo_sapiens","human","PCR",2,"Lambert et al. 2007"
"1053","Corriparta_virus","Homo_sapiens","human","Antibodies",0,"Doherty et al. 1970"
"1054","Cote_d'Ivoire_ebolavirus","Homo_sapiens","human","Isolation",2,"Formenty et al. 1999"
"1055","Cowpox_virus","Homo_sapiens","human","Isolation",2,"Davies et al. 1938"
"1056","Crimean-Congo_hemorrhagic_fever_virus","Homo_sapiens","human","PCR",2,"Mourya et al. 2012"
"1057","Dengue_virus","Homo_sapiens","human","Isolation",2,"CDC Arbocat Report 1985"
"1058","Dera_Ghazi_Khan_virus","Homo_sapiens","human","Antibodies",0,"Darwish et al. 1983"
"1059","Dhori_virus","Homo_sapiens","human","Antibodies",0,"Darwish et al. 1983"
"1060","Dobrava-Belgrade_virus","Homo_sapiens","human","Isolation",2,"Gligic et al. 1992"
"1061","Dugbe_virus","Homo_sapiens","human","Antibodies",0,"Burt et al. 1996"
"1062","Duvenhage_virus","Homo_sapiens","human","Isolation",2,"Paweska et al. 2006"
"1063","Eastern_equine_encephalitis_virus","Homo_sapiens","human","Antibodies",0,"Harvala et al. 2009"
"1064","Encephalomyocarditis_virus","Homo_sapiens","human","PCR",2,"Oberste et al. 2009"
"1065","European_bat_lyssavirus_1","Homo_sapiens","human","PCR",2,"Fooks et al. 2003"
"1066","European_bat_lyssavirus_2","Homo_sapiens","human","PCR",2,"Fooks et al. 2003"
"1067","Everglades_virus","Homo_sapiens","human","Isolation",2,"Calisher et al. 1980"
"1068","Flexal_virus","Homo_sapiens","human","Antibodies",0,"CDC ArboCat"
"1069","Foot-and-mouth_disease_virus","Homo_sapiens","human","Isolation",2,"Ghoneim et al. 2010"
"1070","Gan_Gan_virus","Homo_sapiens","human","Antibodies",0,"Vale et al. 1986"
"1071","GB_virus_C","Homo_sapiens","human","PCR",2,"Kao et al. 1999"
"1072","Getah_virus","Homo_sapiens","human","Isolation",2,"Attoui et al. 2007"
"1073","Gibbon_ape_leukemia_virus","Homo_sapiens","human","Antibodies",0,"Aoki et al. 1976"
"1074","Great_Island_virus","Homo_sapiens","human","Isolation",2,"Belhouchet et al. 2010"
"1075","Guama_virus","Homo_sapiens","human","Isolation",2,"Zuckerman et al. 2009"
"1076","Guanarito_virus","Homo_sapiens","human","Isolation",2,"Abraham et al. 2009"
"1077","Guaroa_virus","Homo_sapiens","human","Isolation",2,"Groot et al. 1959"
"1078","Hantaan_virus","Homo_sapiens","human","Antibodies",0,"Grygorczuk et al. 2008"
"1079","Hendra_virus","Homo_sapiens","human","Isolation",2,"Tulsiani et al. 2011"
"1080","Hepatitis_A_virus","Homo_sapiens","human","Isolation",2,"Braga et al. 2009"
"1081","Hepatitis_B_virus","Homo_sapiens","human","PCR",2,"Ghosh et al. 2010"
"1082","Hepatitis_C_virus","Homo_sapiens","human","PCR",2,"Abreha et al. 2011"
"1083","Hepatitis_delta_virus","Homo_sapiens","human","PCR",2,"Tedder et al. 2012"
"1084","Hepatitis_E_virus","Homo_sapiens","human","Antibodies",0,"Al-Nasrawi et al. 2010"
"1085","Human_adenovirus_A","Homo_sapiens","human","PCR",2,"Roy et al. 2009"
"1086","Human_adenovirus_B","Homo_sapiens","human","PCR",2,"Roy et al. 2009"
"1087","Human_adenovirus_C","Homo_sapiens","human","PCR",2,"Roy et al. 2009"
"1088","Human_adenovirus_D","Homo_sapiens","human","PCR",2,"Roy et al. 2009"
"1089","Human_adenovirus_E","Homo_sapiens","human","PCR",2,"Roy et al. 2009"
"1090","Human_adenovirus_F","Homo_sapiens","human","PCR",2,"Roy et al. 2009"
"1091","Human_astrovirus","Homo_sapiens","human","PCR",2,"Dai et al. 2010"
"1092","Human_coronavirus_229E","Homo_sapiens","human","Isolation",2,"Hamre & Procknow 1966"
"1093","Human_coronavirus_OC43","Homo_sapiens","human","PCR",2,"Risku et al. 2010"
"1094","Human_enterovirus_A","Homo_sapiens","human","PCR",2,"Oberste 2004"
"1095","Human_enterovirus_B","Homo_sapiens","human","PCR",2,"Gomes et al. 2009"
"1096","Human_enterovirus_C","Homo_sapiens","human","Isolation",2,"Dalldorf & Sickles 1948"
"1097","Human_enterovirus_D","Homo_sapiens","human","Isolation",2,"Schieble et al. 1967"
"1098","Human_herpesvirus_1","Homo_sapiens","human","PCR",2,"Mackay et al. 2003"
"1099","Human_herpesvirus_2","Homo_sapiens","human","Isolation",2,"Nahmias & Dowdle 1968"
"1100","Human_herpesvirus_3","Homo_sapiens","human","PCR",2,"Mackay et al. 2003"
"1101","Human_herpesvirus_4","Homo_sapiens","human","PCR",2,"Mackay et al. 2003"
"1102","Human_herpesvirus_5","Homo_sapiens","human","PCR",2,"Mackay et al. 2003"
"1103","Human_herpesvirus_6","Homo_sapiens","human","PCR",2,"Costa et al. 2010"
"1104","Human_herpesvirus_7","Homo_sapiens","human","PCR",2,"Astegiano et al. 2010"
"1105","Human_herpesvirus_8","Homo_sapiens","human","Antibodies",0,"Butler et al. 2011"
"1106","Human_immunodeficiency_virus_1","Homo_sapiens","human","Isolation",2,"Dwyer et al. 2010"
"1107","Human_immunodeficiency_virus_2","Homo_sapiens","human","Isolation",2,"Dwyer et al. 2010"
"1108","Human_metapneumovirus","Homo_sapiens","human","Isolation",2,"van de Hoogen et al. 2001"
"1109","Human_norovirus-Alphatron","Homo_sapiens","human","Isolation",2,"Iritani et al. 2002"
"1110","Human_papillomavirus_1","Homo_sapiens","human","Isolation",2,"Gissman et al. 1977"
"1111","Human_papillomavirus_10","Homo_sapiens","human","Isolation",2,"Kremsdorf et al. 1983"
"1112","Human_papillomavirus_16","Homo_sapiens","human","Isolation",2,"Durst et al. 1983"
"1113","Human_papillomavirus_18","Homo_sapiens","human","Isolation",2,"Boshart et al. 1984"
"1114","Human_papillomavirus_2","Homo_sapiens","human","Isolation",2,"Orth et al. 1997"
"1115","Human_papillomavirus_26","Homo_sapiens","human","Isolation",2,"Ostrow et al. 1984"
"1116","Human_papillomavirus_32","Homo_sapiens","human","Isolation",2,"Beaudenon et al. 1987"
"1117","Human_papillomavirus_34","Homo_sapiens","human","Isolation",2,"Kawashima et al. 1986"
"1118","Human_papillomavirus_4","Homo_sapiens","human","Isolation",2,"Gissman et al. 1977"
"1119","Human_papillomavirus_41","Homo_sapiens","human","Isolation",2,"Grimmel et al. 1988"
"1120","Human_papillomavirus_48","Homo_sapiens","human","Isolation",2,"Muller et al. 1989"
"1121","Human_papillomavirus_49","Homo_sapiens","human","Isolation",2,"Favre et al. 1989"
"1122","Human_papillomavirus_5","Homo_sapiens","human","Isolation",2,"Orth et al. 1978"
"1123","Human_papillomavirus_50","Homo_sapiens","human","Isolation",2,"Favre et al. 1989"
"1124","Human_papillomavirus_53","Homo_sapiens","human","Isolation",2,"Gallahan et al. 1989"
"1125","Human_papillomavirus_54","Homo_sapiens","human","Isolation",2,"Favre et al. 1990"
"1126","Human_papillomavirus_6","Homo_sapiens","human","Isolation",2,"Gissman & Zar Hausen 1980"
"1127","Human_papillomavirus_60","Homo_sapiens","human","Isolation",2,"Matsukura et al. 1992"
"1128","Human_papillomavirus_61","Homo_sapiens","human","PCR",2,"Tachezy et al. 1994"
"1129","Human_papillomavirus_63","Homo_sapiens","human","Isolation",2,"Egawa et al. 1993"
"1130","Human_papillomavirus_7","Homo_sapiens","human","Antibodies",0,"Orth et al. 1981"
"1131","Human_papillomavirus_71","Homo_sapiens","human","Antibodies",0,"Sugase and Matsukura 1997"
"1132","Human_papillomavirus_88","Homo_sapiens","human","PCR",2,"Kullander et al. 2008"
"1133","Human_papillomavirus_9","Homo_sapiens","human","Isolation",2,"Orth et al. 1978"
"1134","Human_papillomavirus_cand90","Homo_sapiens","human","Isolation",2,"ICTV"
"1135","Human_papillomavirus_cand92","Homo_sapiens","human","Isolation",2,"ICTV"
"1136","Human_papillomavirus_cand96","Homo_sapiens","human","Isolation",2,"ICTV"
"1137","Human_parainfluenza_virus_1","Homo_sapiens","human","PCR",2,"Terlizzi et al. 2009"
"1138","Human_parainfluenza_virus_2","Homo_sapiens","human","Antibodies",0,"Gerna et al. 2011"
"1139","Human_parainfluenza_virus_3","Homo_sapiens","human","Isolation",2,"Nichols et al. 2004"
"1140","Human_parainfluenza_virus_4","Homo_sapiens","human","Isolation",2,"Johnson et al. 1960"
"1141","Human_parechovirus","Homo_sapiens","human","Isolation",2,"Ljubin-Sternak et al. 2011"
"1142","Human_parvovirus_B19","Homo_sapiens","human","Antibodies",0,"Opaleye et al. 2011"
"1143","Human_picobirnavirus","Homo_sapiens","human","PCR",2,"Bhattacharya et al. 2006"
"1144","Human_polyomavirus","Homo_sapiens","human","PCR",2,"Bogdanovic et al. 1996"
"1145","Human_respiratory_syncytial_virus","Homo_sapiens","human","Isolation",2,"Lu et al. 2011"
"1146","Human_rhinovirus_A","Homo_sapiens","human","PCR",2,"Kim et al. 2009"
"1147","Human_rhinovirus_B","Homo_sapiens","human","PCR",2,"Savolainen et al. 2004"
"1148","Human_torovirus","Homo_sapiens","human","PCR",2,"Duckmanton et al. 1997"
"1149","Ilheus_virus","Homo_sapiens","human","Isolation",2,"Causey et al. 1961"
"1150","Influenza_A_virus","Homo_sapiens","human","PCR",2,"Zhang et al. 2011"
"1151","Influenza_B_virus","Homo_sapiens","human","PCR",2,"Do et al. 2011"
"1152","Influenza_C_virus","Homo_sapiens","human","PCR",2,"Gouarin et al. 2008"
"1153","Isfahan_virus","Homo_sapiens","human","Isolation",2,"Tesh et al. 1977"
"1154","Japanese_encephalitis_virus","Homo_sapiens","human","Antibodies",0,"Wolfe et al. 2001"
"1155","JC_polyomavirus","Homo_sapiens","human","Isolation",2,"Padgett et al. 1971"
"1156","Junin_virus","Homo_sapiens","human","Isolation",2,"Simpson et al. 1978"
"1157","Kairi_virus","Homo_sapiens","human","Antibodies",0,"Tauro et al. 2009"
"1158","Kasokero_virus","Homo_sapiens","human","Isolation",2,"Kalunda et al. 1986"
"1159","Kokobera_virus","Homo_sapiens","human","Antibodies",0,"Boughton et al. 1986"
"1160","Kotonkan_virus","Homo_sapiens","human","Antibodies",0,"Kemp et al. 1973"
"1161","Koutango_virus","Homo_sapiens","human","Isolation",2,"Karabatsos 1985"
"1162","Kyasanur_Forest_disease_virus","Homo_sapiens","human","PCR",2,"Wang et al. 2009"
"1163","Laguna_Negra_virus","Homo_sapiens","human","Antibodies",0,"Levis et al. 1999"
"1164","Lake_Victoria_marburgvirus","Homo_sapiens","human","Isolation",2,"Kuzmin et al. 2010"
"1165","Lassa_virus","Homo_sapiens","human","PCR",2,"Panning et al. 2010"
"1166","Lebombo_virus","Homo_sapiens","human","Isolation",2,"Moore et al. 1975"
"1167","Ljungan_virus","Homo_sapiens","human","PCR",2,"Niklasson et al. 2009"
"1168","Louping_ill_virus","Homo_sapiens","human","Isolation",2,"Leonova et al. 2015"
"1169","Lymphocytic_choriomeningitis_virus","Homo_sapiens","human","Isolation",2,"Gonzalez et al. 2007"
"1170","Machupo_virus","Homo_sapiens","human","Antibodies",0,"Huaman et al 2010"
"1171","Marituba_virus","Homo_sapiens","human","Isolation",2,"Causey et al. 1961"
"1172","Mayaro_virus","Homo_sapiens","human","Isolation",2,"Anderson et al. 1957"
"1173","Measles_virus","Homo_sapiens","human","PCR",2,"Ito et al. 2010"
"1174","Menangle_virus","Homo_sapiens","human","Antibodies",0,"Philbey et al. 1998"
